,Country/Currency,currency,value,date
5914,Hong Kong Dollar,HKD,8.814571,25/01/2022
5915,Hungary Forint,HUF,361.222897,25/01/2022
5916,Iceland Krona,ISK,145.601115,25/01/2022
5917,India Rupee,INR,84.441393,25/01/2022
5918,Indonesia Rupiah,IDR,16244.105943,25/01/2022
5919,Iran Rial,IRR,47831.722498,25/01/2022
5920,Iraq Dinar,IQD,1652.31715,25/01/2022
5921,Israel New Shekel,ILS,3.599855,25/01/2022
5922,Jamaica Dollar,JMD,176.164267,25/01/2022
5923,Jordan Dinar,JOD,0.802682,25/01/2022
5924,Kazakhstan Tenge,KZT,494.856256,25/01/2022
5925,Kenya Shilling,KES,128.551498,25/01/2022
5926,Kuwait Dinar,KWD,0.342317,25/01/2022
5927,Kyrgyzstan Som,KGS,95.996059,25/01/2022
5928,Laos Kip,LAK,12778.707284,25/01/2022
5929,Lebanon Pound,LBP,1712.884997,25/01/2022
5930,Lesotho Loti,LSL,17.026799,25/01/2022
5931,Liberia Dollar,LRD,171.518425,25/01/2022
5932,Libya Dinar,LYD,5.190779,25/01/2022
5933,Macau Pataca,MOP,9.080235,25/01/2022
5934,Macedonia Denar,MKD,61.596636,25/01/2022
5935,Malagasy Ariary,MGA,4528.447076,25/01/2022
5936,Malawi Kwacha,MWK,922.671168,25/01/2022
5937,Malaysia Ringgit,MYR,4.741854,25/01/2022
5938,Maldives Rufiyaa,MVR,17.491396,25/01/2022
5939,Mauritania Ouguiya,MRO,404.163712,25/01/2022
5940,Mauritius Rupee,MUR,49.476216,25/01/2022
5941,Mexico Peso,MXN,23.334863,25/01/2022
5942,Moldova Leu,MDL,20.383281,25/01/2022
5943,Mongolia Tugrik,MNT,3236.516451,25/01/2022
5944,Morocco Dirham,MAD,10.517885,25/01/2022
5945,Mozambique New Metical,MZN,72.262101,25/01/2022
5946,Myanmar Kyat,MMK,2013.375787,25/01/2022
5947,NL Antilles Guilder,ANG,2.040846,25/01/2022
5948,Namibia Dollar,NAD,17.344198,25/01/2022
5949,Nepal Rupee,NPR,135.068053,25/01/2022
5950,New Zealand Dollar,NZD,1.691698,25/01/2022
5951,Nicaragua Cordoba Oro,NIO,40.133797,25/01/2022
5952,Nigeria Naira,NGN,470.788477,25/01/2022
5953,North Korea Won,KPW,1018.900784,25/01/2022
5954,Norway Kroner,NOK,10.176943,25/01/2022
5955,Oman Rial,OMR,0.43587,25/01/2022
5956,Pakistan Rupee,PKR,199.760444,25/01/2022
5957,Panama Balboa,PAB,1.132362,25/01/2022
5958,Papua New Guinea Kina,PGK,3.973673,25/01/2022
5959,Paraguay Guarani,PYG,7926.034663,25/01/2022
5960,Peru Nuevo Sol,PEN,4.35746,25/01/2022
5961,Philippines Peso,PHP,58.170135,25/01/2022
5962,Poland Zloty,PLN,4.565184,25/01/2022
5963,Qatar Rial,QAR,4.122033,25/01/2022
5964,Romania New Lei,RON,4.942007,25/01/2022
5965,Russia Rouble,RUB,88.909382,25/01/2022
5966,Rwanda Franc,RWF,1144.565014,25/01/2022
5967,Samoa Tala,WST,2.957464,25/01/2022
5968,Sao Tome/Principe Dobra,STD,23432.428219,25/01/2022
5969,Saudi Arabia Riyal,SAR,4.246702,25/01/2022
5970,Serbia Dinar,RSD,117.620771,25/01/2022
5971,Seychelles Rupee,SCR,16.626247,25/01/2022
5972,Sierra Leone Leone,SLL,12821.165873,25/01/2022
5973,Singapore Dollar,SGD,1.520925,25/01/2022
5974,Solomon Islands Dollar,SBD,9.141064,25/01/2022
5975,Somali Shilling,SOS,662.285236,25/01/2022
5976,South Africa Rand,ZAR,17.298159,25/01/2022
5977,South Korea Won,KRW,1355.018945,25/01/2022
5978,Sri Lanka Rupee,LKR,228.741275,25/01/2022
5979,St Helena Pound,SHP,1.559374,25/01/2022
5980,Sudan Pound,SDG,498.698852,25/01/2022
5981,Suriname Dollar,SRD,23.885235,25/01/2022
5982,Swaziland Lilangeni,SZL,17.343779,25/01/2022
5983,Sweden Krona,SEK,10.494382,25/01/2022
5984,Syria Pound,SYP,2843.864549,25/01/2022
5985,Taiwan Dollar,TWD,31.370251,25/01/2022
5986,Tanzania Shilling,TZS,2615.803118,25/01/2022
5987,Thailand Baht,THB,37.328555,25/01/2022
5988,Tonga Pa'anga,TOP,2.567573,25/01/2022
5989,Trinidad/Tobago Dollar,TTD,7.684316,25/01/2022
5990,Tunisia Dinar,TND,3.267842,25/01/2022
5991,Turkish New Lira,TRY,15.252935,25/01/2022
5992,Uganda Shilling,UGX,3992.889635,25/01/2022
5993,Ukraine Hryvnia,UAH,32.171817,25/01/2022
5994,Uruguay Peso,UYU,50.521546,25/01/2022
5995,United Arab Emirates Dirham,AED,4.158362,25/01/2022
5996,Vanuatu Vatu,VUV,128.688747,25/01/2022
5997,Vietnam Dong,VND,25625.350247,25/01/2022
5998,Yemen Rial,YER,283.310969,25/01/2022
5999,Zambia Kwacha,ZMK,10190.368287,25/01/2022
6000,Australia Dollar,AUD,1.580413,26/01/2022
6001,Great Britain Pound,GBP,0.836755,26/01/2022
6002,Euro,EUR,1.0,26/01/2022
6003,Japan Yen,JPY,128.603511,26/01/2022
6004,Switzerland Franc,CHF,1.037482,26/01/2022
6005,USA Dollar,USD,1.130193,26/01/2022
6006,Afghanistan Afghani,AFN,117.229183,26/01/2022
6007,Albania Lek,ALL,120.930475,26/01/2022
6008,Algeria Dinar,DZD,157.982278,26/01/2022
6009,Angola Kwanza,AOA,597.282988,26/01/2022
6010,Argentina Peso,ARS,118.23718,26/01/2022
6011,Armenia Dram,AMD,545.045968,26/01/2022
6012,Aruba Florin,AWG,2.028696,26/01/2022
6013,Azerbaijan New Manat,AZN,1.917798,26/01/2022
6014,Bahamas Dollar,BSD,1.130137,26/01/2022
6015,Bahrain Dinar,BHD,0.426058,26/01/2022
6016,Bangladesh Taka,BDT,97.161436,26/01/2022
6017,Barbados Dollar,BBD,2.281831,26/01/2022
6018,Belarus Ruble,BYR,22151.773555,26/01/2022
6019,Belize Dollar,BZD,2.277799,26/01/2022
6020,Bermuda Dollar,BMD,1.130193,26/01/2022
6021,Bhutan Ngultrum,BTN,84.461575,26/01/2022
6022,Bolivia Boliviano,BOB,7.780754,26/01/2022
6023,Bosnia Mark,BAM,1.960927,26/01/2022
6024,Botswana Pula,BWP,13.064741,26/01/2022
6025,Brazil Real,BRL,6.153043,26/01/2022
6026,Brunei Dollar,BND,1.51985,26/01/2022
6027,Bulgaria Lev,BGN,1.955515,26/01/2022
6028,Burundi Franc,BIF,2272.817174,26/01/2022
6029,CFA Franc BCEAO,XOF,654.944531,26/01/2022
6030,CFA Franc BEAC,XAF,657.666367,26/01/2022
6031,CFP Franc,XPF,119.857168,26/01/2022
6032,Cambodia Riel,KHR,4597.056997,26/01/2022
6033,Canada Dollar,CAD,1.427416,26/01/2022
6034,Cape Verde Escudo,CVE,110.928431,26/01/2022
6035,Cayman Islands Dollar,KYD,0.941739,26/01/2022
6036,Chili Peso,CLP,904.108462,26/01/2022
6037,China Yuan/Renminbi,CNY,7.151861,26/01/2022
6038,Colombia Peso,COP,4484.773481,26/01/2022
6039,Comoros Franc,KMF,493.159458,26/01/2022
6040,Congo Franc,CDF,2276.769498,26/01/2022
6041,Costa Rica Colon,CRC,719.762552,26/01/2022
6042,Croatia Kuna,HRK,7.529451,26/01/2022
6043,Cuba Convertible Peso,CUC,1.130193,26/01/2022
6044,Cuba Peso,CUP,29.950102,26/01/2022
6045,Czech Koruna,CZK,24.475334,26/01/2022
6046,Denmark Krone,DKK,7.441798,26/01/2022
6047,Djibouti Franc,DJF,200.858071,26/01/2022
6048,Dominican Republich Peso,DOP,65.32491,26/01/2022
6049,East Caribbean Dollar,XCD,3.054401,26/01/2022
6050,Egypt Pound,EGP,17.789489,26/01/2022
6051,El Salvador Colon,SVC,9.888176,26/01/2022
6052,Ethiopia Birr,ETB,56.169485,26/01/2022
6053,Falkland Islands Pound,FKP,0.82269,26/01/2022
6054,Fiji Dollar,FJD,2.414998,26/01/2022
6055,Gambia Dalasi,GMD,59.504428,26/01/2022
6056,Georgia Lari,GEL,3.464028,26/01/2022
6057,Ghana New Cedi,GHS,7.058011,26/01/2022
6058,Gibraltar Pound,GIP,0.822689,26/01/2022
6059,Guatemala Quetzal,GTQ,8.687318,26/01/2022
6060,Guinea Franc,GNF,10216.940143,26/01/2022
6061,Guyana Dollar,GYD,236.32424,26/01/2022
6062,Haiti Gourde,HTG,116.300252,26/01/2022
6063,Honduras Lempira,HNL,27.757377,26/01/2022
6064,Hong Kong Dollar,HKD,8.798945,26/01/2022
6065,Hungary Forint,HUF,358.906761,26/01/2022
6066,Iceland Krona,ISK,145.806393,26/01/2022
6067,India Rupee,INR,84.504572,26/01/2022
6068,Indonesia Rupiah,IDR,16199.049508,26/01/2022
6069,Iran Rial,IRR,47778.889125,26/01/2022
6070,Iraq Dinar,IQD,1650.646188,26/01/2022
6071,Israel New Shekel,ILS,3.596872,26/01/2022
6072,Jamaica Dollar,JMD,176.087117,26/01/2022
6073,Jordan Dinar,JOD,0.801307,26/01/2022
6074,Kazakhstan Tenge,KZT,492.767692,26/01/2022
6075,Kenya Shilling,KES,128.44614,26/01/2022
6076,Kuwait Dinar,KWD,0.341775,26/01/2022
6077,Kyrgyzstan Som,KGS,95.83332,26/01/2022
6078,Laos Kip,LAK,12765.524958,26/01/2022
6079,Lebanon Pound,LBP,1711.111462,26/01/2022
6080,Lesotho Loti,LSL,17.23584,26/01/2022
6081,Liberia Dollar,LRD,171.647991,26/01/2022
6082,Libya Dinar,LYD,5.187389,26/01/2022
6083,Macau Pataca,MOP,9.063457,26/01/2022
6084,Macedonia Denar,MKD,61.606689,26/01/2022
6085,Malagasy Ariary,MGA,4526.42095,26/01/2022
6086,Malawi Kwacha,MWK,922.795623,26/01/2022
6087,Malaysia Ringgit,MYR,4.734941,26/01/2022
6088,Maldives Rufiyaa,MVR,17.433276,26/01/2022
6089,Mauritania Ouguiya,MRO,403.478538,26/01/2022
6090,Mauritius Rupee,MUR,49.615063,26/01/2022
6091,Mexico Peso,MXN,23.306942,26/01/2022
6092,Moldova Leu,MDL,20.285525,26/01/2022
6093,Mongolia Tugrik,MNT,3231.029621,26/01/2022
6094,Morocco Dirham,MAD,10.526051,26/01/2022
6095,Mozambique New Metical,MZN,72.140677,26/01/2022
6096,Myanmar Kyat,MMK,2009.339955,26/01/2022
6097,NL Antilles Guilder,ANG,2.028555,26/01/2022
6098,Namibia Dollar,NAD,17.235183,26/01/2022
6099,Nepal Rupee,NPR,135.137241,26/01/2022
6100,New Zealand Dollar,NZD,1.692373,26/01/2022
6101,Nicaragua Cordoba Oro,NIO,40.070943,26/01/2022
6102,Nigeria Naira,NGN,469.165992,26/01/2022
6103,North Korea Won,KPW,1017.173453,26/01/2022
6104,Norway Kroner,NOK,10.089195,26/01/2022
6105,Oman Rial,OMR,0.435107,26/01/2022
6106,Pakistan Rupee,PKR,199.574413,26/01/2022
6107,Panama Balboa,PAB,1.130077,26/01/2022
6108,Papua New Guinea Kina,PGK,3.972665,26/01/2022
6109,Paraguay Guarani,PYG,7935.455143,26/01/2022
6110,Peru Nuevo Sol,PEN,4.347827,26/01/2022
6111,Philippines Peso,PHP,57.933694,26/01/2022
6112,Poland Zloty,PLN,4.580897,26/01/2022
6113,Qatar Rial,QAR,4.114995,26/01/2022
6114,Romania New Lei,RON,4.944933,26/01/2022
6115,Russia Rouble,RUB,88.962539,26/01/2022
6116,Rwanda Franc,RWF,1147.145416,26/01/2022
6117,Samoa Tala,WST,2.952451,26/01/2022
6118,Sao Tome/Principe Dobra,STD,23392.703486,26/01/2022
6119,Saudi Arabia Riyal,SAR,4.239509,26/01/2022
6120,Serbia Dinar,RSD,117.568244,26/01/2022
6121,Seychelles Rupee,SCR,15.17249,26/01/2022
6122,Sierra Leone Leone,SLL,12805.081804,26/01/2022
6123,Singapore Dollar,SGD,1.518959,26/01/2022
6124,Solomon Islands Dollar,SBD,9.11817,26/01/2022
6125,Somali Shilling,SOS,661.162705,26/01/2022
6126,South Africa Rand,ZAR,17.262956,26/01/2022
6127,South Korea Won,KRW,1353.422491,26/01/2022
6128,Sri Lanka Rupee,LKR,229.417889,26/01/2022
6129,St Helena Pound,SHP,1.556729,26/01/2022
6130,Sudan Pound,SDG,497.842502,26/01/2022
6131,Suriname Dollar,SRD,23.860596,26/01/2022
6132,Swaziland Lilangeni,SZL,17.235645,26/01/2022
6133,Sweden Krona,SEK,10.466323,26/01/2022
6134,Syria Pound,SYP,2839.043377,26/01/2022
6135,Taiwan Dollar,TWD,31.318202,26/01/2022
6136,Tanzania Shilling,TZS,2610.7449,26/01/2022
6137,Thailand Baht,THB,37.233091,26/01/2022
6138,Tonga Pa'anga,TOP,2.56322,26/01/2022
6139,Trinidad/Tobago Dollar,TTD,7.672943,26/01/2022
6140,Tunisia Dinar,TND,3.286032,26/01/2022
6141,Turkish New Lira,TRY,15.2385,26/01/2022
6142,Uganda Shilling,UGX,3983.548058,26/01/2022
6143,Ukraine Hryvnia,UAH,32.422671,26/01/2022
6144,Uruguay Peso,UYU,50.346412,26/01/2022
6145,United Arab Emirates Dirham,AED,4.151308,26/01/2022
6146,Vanuatu Vatu,VUV,128.470583,26/01/2022
6147,Vietnam Dong,VND,25581.907878,26/01/2022
6148,Yemen Rial,YER,282.830305,26/01/2022
6149,Zambia Kwacha,ZMK,10173.087217,26/01/2022
6150,Australia Dollar,AUD,1.586504,27/01/2022
6151,Great Britain Pound,GBP,0.835135,27/01/2022
6152,Euro,EUR,1.0,27/01/2022
6153,Japan Yen,JPY,128.701817,27/01/2022
6154,Switzerland Franc,CHF,1.038046,27/01/2022
6155,USA Dollar,USD,1.123293,27/01/2022
6156,Afghanistan Afghani,AFN,115.979765,27/01/2022
6157,Albania Lek,ALL,120.747715,27/01/2022
6158,Algeria Dinar,DZD,157.368685,27/01/2022
6159,Angola Kwanza,AOA,593.630978,27/01/2022
6160,Argentina Peso,ARS,117.624834,27/01/2022
6161,Armenia Dram,AMD,541.954726,27/01/2022
6162,Aruba Florin,AWG,2.01631,27/01/2022
6163,Azerbaijan New Manat,AZN,1.911014,27/01/2022
6164,Bahamas Dollar,BSD,1.123338,27/01/2022
6165,Bahrain Dinar,BHD,0.423556,27/01/2022
6166,Bangladesh Taka,BDT,96.576848,27/01/2022
6167,Barbados Dollar,BBD,2.268088,27/01/2022
6168,Belarus Ruble,BYR,22016.536652,27/01/2022
6169,Belize Dollar,BZD,2.264303,27/01/2022
6170,Bermuda Dollar,BMD,1.123293,27/01/2022
6171,Bhutan Ngultrum,BTN,84.078112,27/01/2022
6172,Bolivia Boliviano,BOB,7.745242,27/01/2022
6173,Bosnia Mark,BAM,1.947918,27/01/2022
6174,Botswana Pula,BWP,12.919128,27/01/2022
6175,Brazil Real,BRL,6.102475,27/01/2022
6176,Brunei Dollar,BND,1.510266,27/01/2022
6177,Bulgaria Lev,BGN,1.953353,27/01/2022
6178,Burundi Franc,BIF,2262.31147,27/01/2022
6179,CFA Franc BCEAO,XOF,652.075204,27/01/2022
6180,CFA Franc BEAC,XAF,653.303572,27/01/2022
6181,CFP Franc,XPF,119.490236,27/01/2022
6182,Cambodia Riel,KHR,4563.377858,27/01/2022
6183,Canada Dollar,CAD,1.426396,27/01/2022
6184,Cape Verde Escudo,CVE,110.335383,27/01/2022
6185,Cayman Islands Dollar,KYD,0.936098,27/01/2022
6186,Chili Peso,CLP,902.003972,27/01/2022
6187,China Yuan/Renminbi,CNY,7.103872,27/01/2022
6188,Colombia Peso,COP,4414.540257,27/01/2022
6189,Comoros Franc,KMF,490.00838,27/01/2022
6190,Congo Franc,CDF,2252.202227,27/01/2022
6191,Costa Rica Colon,CRC,718.730836,27/01/2022
6192,Croatia Kuna,HRK,7.52842,27/01/2022
6193,Cuba Convertible Peso,CUC,1.123293,27/01/2022
6194,Cuba Peso,CUP,29.767256,27/01/2022
6195,Czech Koruna,CZK,24.539494,27/01/2022
6196,Denmark Krone,DKK,7.442156,27/01/2022
6197,Djibouti Franc,DJF,199.631567,27/01/2022
6198,Dominican Republich Peso,DOP,64.814573,27/01/2022
6199,East Caribbean Dollar,XCD,3.035755,27/01/2022
6200,Egypt Pound,EGP,17.678728,27/01/2022
6201,El Salvador Colon,SVC,9.829079,27/01/2022
6202,Ethiopia Birr,ETB,55.884196,27/01/2022
6203,Falkland Islands Pound,FKP,0.817667,27/01/2022
6204,Fiji Dollar,FJD,2.409016,27/01/2022
6205,Gambia Dalasi,GMD,59.141925,27/01/2022
6206,Georgia Lari,GEL,3.442883,27/01/2022
6207,Ghana New Cedi,GHS,7.009657,27/01/2022
6208,Gibraltar Pound,GIP,0.817667,27/01/2022
6209,Guatemala Quetzal,GTQ,8.635427,27/01/2022
6210,Guinea Franc,GNF,10137.716071,27/01/2022
6211,Guyana Dollar,GYD,235.015472,27/01/2022
6212,Haiti Gourde,HTG,115.601478,27/01/2022
6213,Honduras Lempira,HNL,27.604921,27/01/2022
6214,Hong Kong Dollar,HKD,8.74949,27/01/2022
6215,Hungary Forint,HUF,360.318579,27/01/2022
6216,Iceland Krona,ISK,145.398986,27/01/2022
6217,India Rupee,INR,84.383995,27/01/2022
6218,Indonesia Rupiah,IDR,16152.611842,27/01/2022
6219,Iran Rial,IRR,47459.116115,27/01/2022
6220,Iraq Dinar,IQD,1639.445676,27/01/2022
6221,Israel New Shekel,ILS,3.569509,27/01/2022
6222,Jamaica Dollar,JMD,175.2532,27/01/2022
6223,Jordan Dinar,JOD,0.796403,27/01/2022
6224,Kazakhstan Tenge,KZT,488.864451,27/01/2022
6225,Kenya Shilling,KES,127.549963,27/01/2022
6226,Kuwait Dinar,KWD,0.33974,27/01/2022
6227,Kyrgyzstan Som,KGS,95.248143,27/01/2022
6228,Laos Kip,LAK,12698.823508,27/01/2022
6229,Lebanon Pound,LBP,1698.41828,27/01/2022
6230,Lesotho Loti,LSL,17.051419,27/01/2022
6231,Liberia Dollar,LRD,171.02151,27/01/2022
6232,Libya Dinar,LYD,5.150348,27/01/2022
6233,Macau Pataca,MOP,9.008013,27/01/2022
6234,Macedonia Denar,MKD,61.587382,27/01/2022
6235,Malagasy Ariary,MGA,4493.170819,27/01/2022
6236,Malawi Kwacha,MWK,915.483592,27/01/2022
6237,Malaysia Ringgit,MYR,4.719519,27/01/2022
6238,Maldives Rufiyaa,MVR,17.355,27/01/2022
6239,Mauritania Ouguiya,MRO,401.015296,27/01/2022
6240,Mauritius Rupee,MUR,49.426278,27/01/2022
6241,Mexico Peso,MXN,23.345502,27/01/2022
6242,Moldova Leu,MDL,20.084824,27/01/2022
6243,Mongolia Tugrik,MNT,3211.304138,27/01/2022
6244,Morocco Dirham,MAD,10.476388,27/01/2022
6245,Mozambique New Metical,MZN,71.700201,27/01/2022
6246,Myanmar Kyat,MMK,1997.250061,27/01/2022
6247,NL Antilles Guilder,ANG,2.016311,27/01/2022
6248,Namibia Dollar,NAD,17.051034,27/01/2022
6249,Nepal Rupee,NPR,134.524621,27/01/2022
6250,New Zealand Dollar,NZD,1.695599,27/01/2022
6251,Nicaragua Cordoba Oro,NIO,39.820772,27/01/2022
6252,Nigeria Naira,NGN,466.525628,27/01/2022
6253,North Korea Won,KPW,1010.963594,27/01/2022
6254,Norway Kroner,NOK,10.080889,27/01/2022
6255,Oman Rial,OMR,0.432478,27/01/2022
6256,Pakistan Rupee,PKR,198.935363,27/01/2022
6257,Panama Balboa,PAB,1.123338,27/01/2022
6258,Papua New Guinea Kina,PGK,3.942732,27/01/2022
6259,Paraguay Guarani,PYG,7896.926209,27/01/2022
6260,Peru Nuevo Sol,PEN,4.311761,27/01/2022
6261,Philippines Peso,PHP,57.759368,27/01/2022
6262,Poland Zloty,PLN,4.585845,27/01/2022
6263,Qatar Rial,QAR,4.089901,27/01/2022
6264,Romania New Lei,RON,4.943504,27/01/2022
6265,Russia Rouble,RUB,89.233809,27/01/2022
6266,Rwanda Franc,RWF,1141.265369,27/01/2022
6267,Samoa Tala,WST,2.934426,27/01/2022
6268,Sao Tome/Principe Dobra,STD,23249.890688,27/01/2022
6269,Saudi Arabia Riyal,SAR,4.213779,27/01/2022
6270,Serbia Dinar,RSD,117.58067,27/01/2022
6271,Seychelles Rupee,SCR,14.747873,27/01/2022
6272,Sierra Leone Leone,SLL,12732.5227,27/01/2022
6273,Singapore Dollar,SGD,1.516833,27/01/2022
6274,Solomon Islands Dollar,SBD,9.062538,27/01/2022
6275,Somali Shilling,SOS,657.126297,27/01/2022
6276,South Africa Rand,ZAR,17.271355,27/01/2022
6277,South Korea Won,KRW,1350.94481,27/01/2022
6278,Sri Lanka Rupee,LKR,227.892004,27/01/2022
6279,St Helena Pound,SHP,1.547221,27/01/2022
6280,Sudan Pound,SDG,494.810682,27/01/2022
6281,Suriname Dollar,SRD,23.723376,27/01/2022
6282,Swaziland Lilangeni,SZL,17.051658,27/01/2022
6283,Sweden Krona,SEK,10.465072,27/01/2022
6284,Syria Pound,SYP,2821.710976,27/01/2022
6285,Taiwan Dollar,TWD,31.220232,27/01/2022
6286,Tanzania Shilling,TZS,2594.805843,27/01/2022
6287,Thailand Baht,THB,37.247255,27/01/2022
6288,Tonga Pa'anga,TOP,2.547572,27/01/2022
6289,Trinidad/Tobago Dollar,TTD,7.626724,27/01/2022
6290,Tunisia Dinar,TND,3.243508,27/01/2022
6291,Turkish New Lira,TRY,15.272619,27/01/2022
6292,Uganda Shilling,UGX,3959.717395,27/01/2022
6293,Ukraine Hryvnia,UAH,32.338754,27/01/2022
6294,Uruguay Peso,UYU,50.003906,27/01/2022
6295,United Arab Emirates Dirham,AED,4.125965,27/01/2022
6296,Vanuatu Vatu,VUV,127.686268,27/01/2022
6297,Vietnam Dong,VND,25425.729955,27/01/2022
6298,Yemen Rial,YER,281.103635,27/01/2022
6299,Zambia Kwacha,ZMK,10110.98007,27/01/2022
6300,Australia Dollar,AUD,1.584057,28/01/2022
6301,Great Britain Pound,GBP,0.832466,28/01/2022
6302,Euro,EUR,1.0,28/01/2022
6303,Japan Yen,JPY,128.654348,28/01/2022
6304,Switzerland Franc,CHF,1.037346,28/01/2022
6305,USA Dollar,USD,1.114479,28/01/2022
6306,Afghanistan Afghani,AFN,115.181362,28/01/2022
6307,Albania Lek,ALL,120.976398,28/01/2022
6308,Algeria Dinar,DZD,156.682382,28/01/2022
6309,Angola Kwanza,AOA,589.709927,28/01/2022
6310,Argentina Peso,ARS,116.763836,28/01/2022
6311,Armenia Dram,AMD,537.81436,28/01/2022
6312,Aruba Florin,AWG,2.006062,28/01/2022
6313,Azerbaijan New Manat,AZN,1.890889,28/01/2022
6314,Bahamas Dollar,BSD,1.113945,28/01/2022
6315,Bahrain Dinar,BHD,0.420098,28/01/2022
6316,Bangladesh Taka,BDT,95.770097,28/01/2022
6317,Barbados Dollar,BBD,2.249163,28/01/2022
6318,Belarus Ruble,BYR,21843.790777,28/01/2022
6319,Belize Dollar,BZD,2.24538,28/01/2022
6320,Bermuda Dollar,BMD,1.114479,28/01/2022
6321,Bhutan Ngultrum,BTN,83.68476,28/01/2022
6322,Bolivia Boliviano,BOB,7.669337,28/01/2022
6323,Bosnia Mark,BAM,1.952404,28/01/2022
6324,Botswana Pula,BWP,12.900376,28/01/2022
6325,Brazil Real,BRL,6.025763,28/01/2022
6326,Brunei Dollar,BND,1.50635,28/01/2022
6327,Bulgaria Lev,BGN,1.956136,28/01/2022
6328,Burundi Franc,BIF,2246.789908,28/01/2022
6329,CFA Franc BCEAO,XOF,651.436799,28/01/2022
6330,CFA Franc BEAC,XAF,654.804899,28/01/2022
6331,CFP Franc,XPF,119.841946,28/01/2022
6332,Cambodia Riel,KHR,4526.455306,28/01/2022
6333,Canada Dollar,CAD,1.419763,28/01/2022
6334,Cape Verde Escudo,CVE,110.666551,28/01/2022
6335,Cayman Islands Dollar,KYD,0.928279,28/01/2022
6336,Chili Peso,CLP,897.434156,28/01/2022
6337,China Yuan/Renminbi,CNY,7.092658,28/01/2022
6338,Colombia Peso,COP,4416.691902,28/01/2022
6339,Comoros Franc,KMF,492.20991,28/01/2022
6340,Congo Franc,CDF,2237.312814,28/01/2022
6341,Costa Rica Colon,CRC,712.729181,28/01/2022
6342,Croatia Kuna,HRK,7.531759,28/01/2022
6343,Cuba Convertible Peso,CUC,1.114479,28/01/2022
6344,Cuba Peso,CUP,29.533697,28/01/2022
6345,Czech Koruna,CZK,24.458391,28/01/2022
6346,Denmark Krone,DKK,7.442936,28/01/2022
6347,Djibouti Franc,DJF,198.065287,28/01/2022
6348,Dominican Republich Peso,DOP,64.316236,28/01/2022
6349,East Caribbean Dollar,XCD,3.011935,28/01/2022
6350,Egypt Pound,EGP,17.543671,28/01/2022
6351,El Salvador Colon,SVC,9.746982,28/01/2022
6352,Ethiopia Birr,ETB,55.503597,28/01/2022
6353,Falkland Islands Pound,FKP,0.811252,28/01/2022
6354,Fiji Dollar,FJD,2.406105,28/01/2022
6355,Gambia Dalasi,GMD,58.624543,28/01/2022
6356,Georgia Lari,GEL,3.398798,28/01/2022
6357,Ghana New Cedi,GHS,7.015676,28/01/2022
6358,Gibraltar Pound,GIP,0.811251,28/01/2022
6359,Guatemala Quetzal,GTQ,8.56341,28/01/2022
6360,Guinea Franc,GNF,10072.102042,28/01/2022
6361,Guyana Dollar,GYD,233.117747,28/01/2022
6362,Haiti Gourde,HTG,114.636331,28/01/2022
6363,Honduras Lempira,HNL,27.371465,28/01/2022
6364,Hong Kong Dollar,HKD,8.68201,28/01/2022
6365,Hungary Forint,HUF,356.835023,28/01/2022
6366,Iceland Krona,ISK,144.603996,28/01/2022
6367,India Rupee,INR,83.818305,28/01/2022
6368,Indonesia Rupiah,IDR,16013.393254,28/01/2022
6369,Iran Rial,IRR,47086.742712,28/01/2022
6370,Iraq Dinar,IQD,1627.696757,28/01/2022
6371,Israel New Shekel,ILS,3.561563,28/01/2022
6372,Jamaica Dollar,JMD,173.994303,28/01/2022
6373,Jordan Dinar,JOD,0.790147,28/01/2022
6374,Kazakhstan Tenge,KZT,483.458052,28/01/2022
6375,Kenya Shilling,KES,126.660879,28/01/2022
6376,Kuwait Dinar,KWD,0.33768,28/01/2022
6377,Kyrgyzstan Som,KGS,94.50549,28/01/2022
6378,Laos Kip,LAK,12610.331417,28/01/2022
6379,Lebanon Pound,LBP,1703.738772,28/01/2022
6380,Lesotho Loti,LSL,17.240848,28/01/2022
6381,Liberia Dollar,LRD,169.679567,28/01/2022
6382,Libya Dinar,LYD,5.109864,28/01/2022
6383,Macau Pataca,MOP,8.937375,28/01/2022
6384,Macedonia Denar,MKD,61.62774,28/01/2022
6385,Malagasy Ariary,MGA,4459.031044,28/01/2022
6386,Malawi Kwacha,MWK,909.976959,28/01/2022
6387,Malaysia Ringgit,MYR,4.676331,28/01/2022
6388,Maldives Rufiyaa,MVR,17.218867,28/01/2022
6389,Mauritania Ouguiya,MRO,397.868855,28/01/2022
6390,Mauritius Rupee,MUR,48.875137,28/01/2022
6391,Mexico Peso,MXN,23.124015,28/01/2022
6392,Moldova Leu,MDL,19.972848,28/01/2022
6393,Mongolia Tugrik,MNT,3186.107643,28/01/2022
6394,Morocco Dirham,MAD,10.487556,28/01/2022
6395,Mozambique New Metical,MZN,71.136764,28/01/2022
6396,Myanmar Kyat,MMK,1980.567875,28/01/2022
6397,NL Antilles Guilder,ANG,1.9995,28/01/2022
6398,Namibia Dollar,NAD,17.241318,28/01/2022
6399,Nepal Rupee,NPR,133.895417,28/01/2022
6400,New Zealand Dollar,NZD,1.694605,28/01/2022
6401,Nicaragua Cordoba Oro,NIO,39.519783,28/01/2022
6402,Nigeria Naira,NGN,463.054985,28/01/2022
6403,North Korea Won,KPW,1003.031384,28/01/2022
